"","Group.1","Group.2","Group.3","Group.4","Group.5","Group.6","Test","Apparatus","Date","Duration","Distance","Mean.speed","NE.time","NE.distance","NE.averagespeed","NW.time","NW.distance","NW.averagespeed","SE.time","SE.distance","SE.averagespeed","SW.time","SW.distance","SW.averagespeed","Island...distance.to.first.entry","Island...latency.to.first.entry","Thigmitaxis...time","Thigmitaxis...distance","Thigmitaxis...average.speed","Diet","NormSWTime","NormSWDist","Winding","Age.months","Age","Animal","APOE","Code","Sex","Stage","Treatment","residuals"
"193","190715_3","E33","B","M","Day1","E3m",18,NA,NA,60,0.849075,0.1415,27.2,0.37935,0.1385,22.85,0.32895,NA,4.35,0.0683,NA,5.6,0.072475,NA,NA,NA,37.425,5.00575,0.13225,NA,0.0933333333333333,0.0825237800047704,34.9700846875,14.37,12,"190715_3","E33","B","M","Day1","E3m",-0.448222591246533
"194","190715_1","E33","B","M","Day2","E3m",56,NA,NA,60,1.296,0.216,14.1,0.324175,0.23375,14.85,0.316475,0.2165,14.55,0.332325,0.22825,16.5,0.32305,0.1955,NA,NA,32.85,6.3345,0.1935,NA,0.275,0.248306029626143,15.7439762075,14.37,12,"190715_1","E33","B","M","Day2","E3m",-0.0632807334745531
"195","190715_2","E33","B","M","Day2","E3m",57,NA,NA,29.225,0.59265,0.20075,9.35,0.1933,NA,7.5,0.1655,0.227,3.975,0.0848,NA,8.375,0.149075,0.152,5.89025,27.15,7.7,1.41825,0.19,NA,0.406486899260244,0.362838835775588,10.109243445,14.37,12,"190715_2","E33","B","M","Day2","E3m",0.0265961434453413
"196","190715_3","E33","B","M","Day2","E3m",58,NA,NA,47.425,0.581025,0.11875,12.025,0.1165,0.117,12.825,0.141175,0.15875,7.85,0.132075,NA,14.725,0.191325,0.105,5.73,45.375,16.8,2.144,0.10275,NA,0.301910910571477,0.29143638184147,19.470998535,14.37,12,"190715_3","E33","B","M","Day2","E3m",-0.301718981762024
"197","190715_1","E33","B","M","Day3","E3m",96,NA,NA,20.875,0.4727,0.206,3.65,0.086125,NA,4.225,0.091125,NA,4.925,0.140825,0.26525,8.075,0.1546,0.1795,4.56525,18.825,4,0.84375,NA,NA,0.494579855022919,0.43688502319542,8.3655630325,14.37,12,"190715_1","E33","B","M","Day3","E3m",0.129013860997317
"198","190715_2","E33","B","M","Day3","E3m",97,NA,NA,39.325,0.8164,0.20125,6.125,0.128775,0.208,8.625,0.2001,0.24575,13.725,0.279975,NA,10.8,0.207525,0.173,NA,NA,12.225,2.4845,0.19225,NA,0.306106820548421,0.244615002186253,11.608068595,14.37,12,"190715_2","E33","B","M","Day3","E3m",-0.0724196722389294
"199","190715_3","E33","B","M","Day3","E3m",98,NA,NA,13.65,0.1177,0.0815,0.3,0,NA,1.025,0.004975,NA,1.55,0.008275,NA,10.825,0.10445,0.099,1.1005,11.6,1.525,0.05,NA,NA,0.807699762667788,0.883903478321115,5.3347949975,14.37,12,"190715_3","E33","B","M","Day3","E3m",0.10243227478163
"200","190715_1","E33","B","M","Day4","E3m",136,NA,NA,20.5,0.419325,0.198,7.55,0.168575,0.228,2.975,0.06585,0.2365,3.65,0.082575,0.2185,6.325,0.10235,0.137,4.13175,18.45,0.65,0.12025,NA,NA,0.306336214517566,0.218813649532772,6.93977115,14.37,12,"190715_1","E33","B","M","Day4","E3m",-0.0810579879488751
"201","190715_2","E33","B","M","Day4","E3m",137,NA,NA,16.7,0.30525,0.17575,2.825,0.064,NA,4.85,0.10605,0.22825,3.525,0.068475,NA,5.55,0.0667,0.11225,3.00875,14.65,3.3,0.63875,NA,NA,0.363993866699779,0.217144884717708,5.864813365,14.37,12,"190715_2","E33","B","M","Day4","E3m",-0.084110040492745
"202","190715_3","E33","B","M","Day4","E3m",138,NA,NA,25.125,0.2977,0.10025,6.3,0.096325,NA,4.5,0.0548,NA,4.375,0.048675,NA,9.95,0.0979,0.1025,2.93,23.075,2.1,0.3455,0.11325,NA,0.521753913993585,0.543034312931319,9.4679928075,14.37,12,"190715_3","E33","B","M","Day4","E3m",-0.132353710359357
"203","190715_1","E33","B","M","Day5","E3m",176,NA,NA,7.8,0.12305,0.12925,2.575,0.056425,NA,1.2,0.02695,NA,0.15,0.002025,NA,3.85,0.037625,0.08775,1.188,5.625,0,0,NA,NA,0.640572036598109,0.507230081932275,2.50264563,14.37,12,"190715_1","E33","B","M","Day5","E3m",0.0655916678432084
"204","190715_2","E33","B","M","Day5","E3m",177,NA,NA,14.35,0.271625,0.166,2.775,0.0677,NA,2.875,0.075075,NA,1.6,0.03055,NA,7.075,0.098325,0.1285,2.67775,12.3,2.15,0.44275,NA,NA,0.598229908033986,0.51148426422336,5.2836822225,14.37,12,"190715_2","E33","B","M","Day5","E3m",0.123522871804189
"205","190715_3","E33","B","M","Day5","E3m",178,NA,NA,20.8,0.2467,0.09625,5.45,0.05625,NA,8.4,0.12445,NA,2.275,0.019075,NA,4.7,0.04695,0.09125,2.40025,18.775,0.225,0.019,NA,NA,0.409973790520859,0.413309798390256,8.659620755,14.37,12,"190715_3","E33","B","M","Day5","E3m",-0.255047938052502
"206","210201_10","E44","C","F","Day1","E44_F",38.5,NA,NA,55.175,1.137,0.205,17.225,0.356875,0.20775,17.925,0.369625,0.2035,10.475,0.224775,NA,6.625,0.1228,0.1855,NA,NA,28.475,5.56425,0.19725,NA,0.128791973791974,0.112480336062347,19.5264536175,11.13,12,"210201_10","E44","C","F","Day1","E44_F",-0.239502546288733
"207","210201_6","E44","C","F","Day1","E44_F",34.5,NA,NA,60,1.3423,0.224,17.625,0.426375,0.251,16.4,0.35735,0.231,11.575,0.272825,0.22425,12.7,0.246875,0.19875,NA,NA,38.55,8.53075,0.22025,NA,0.211666666666667,0.182682422435486,22.4483328125,11.13,12,"210201_6","E44","C","F","Day1","E44_F",-0.104785858367048
"208","210201_7","E44","C","F","Day1","E44_F",35.5,NA,NA,60,1.264825,0.21075,19.925,0.412175,0.20825,18.5,0.376575,0.206,10.65,0.2367,0.2235,9.125,0.2038,0.23675,NA,NA,33.3,6.75375,0.2035,NA,0.152083333333333,0.159629720608144,18.7774744925,11.13,12,"210201_7","E44","C","F","Day1","E44_F",-0.20052216193052
"209","210201_8","E44","C","F","Day1","E44_F",36.5,NA,NA,48.4,0.973725,0.19375,8.25,0.17195,NA,10.375,0.229575,NA,12.475,0.252875,0.1995,16.55,0.303625,0.19325,NA,NA,28.925,5.71475,0.19575,NA,0.399012994453551,0.406289332075795,15.19269597,11.13,12,"210201_8","E44","C","F","Day1","E44_F",2.25562529144675e-05
"210","210201_9","E44","C","F","Day1","E44_F",37.5,NA,NA,39.925,0.917125,0.2245,6.125,0.13775,NA,11.05,0.24165,0.2175,10.2,0.2554,NA,10.9,0.243525,0.2235,NA,NA,24.075,5.40425,0.2145,NA,0.312060770156438,0.31763742525821,12.06603248,11.13,12,"210201_9","E44","C","F","Day1","E44_F",-0.00302749184972374
"211","210201_10","E44","C","F","Day2","E44_F",114.5,NA,NA,15.825,0.2572,0.14525,2.375,0.0424,NA,2.775,0.056075,NA,4.7,0.09485,NA,5.925,0.06215,0.11025,2.28125,11.75,2.3,0.4215,NA,NA,0.434653681678891,0.28140206549605,6.5336033875,11.13,12,"210201_10","E44","C","F","Day2","E44_F",-0.0966702701943318
"212","210201_6","E44","C","F","Day2","E44_F",110.5,NA,NA,54.675,1.11635,0.19975,13.175,0.26885,0.21475,13.925,0.29635,0.21275,13.15,0.273275,0.203,13.05,0.24805,0.178,NA,NA,29.525,5.5885,0.1855,NA,0.255339147286822,0.232125612043989,15.72334231,11.13,12,"210201_6","E44","C","F","Day2","E44_F",-0.127280134583186
"213","210201_7","E44","C","F","Day2","E44_F",111.5,NA,NA,33.025,0.630675,0.17375,7.825,0.158375,NA,5.725,0.13055,0.2305,7.6,0.16185,NA,11.875,0.179875,0.11675,6.007,28.925,5.6,1.085,NA,NA,0.366291224103762,0.246701953188784,12.0437654025,11.13,12,"210201_7","E44","C","F","Day2","E44_F",-0.0872697351989718
"214","210201_8","E44","C","F","Day2","E44_F",112.5,NA,NA,22.85,0.423125,0.15925,4.2,0.08445,NA,2.375,0.06265,NA,5.6,0.1048,NA,10.325,0.16225,0.15925,3.8925,18.8,4.55,0.928,NA,NA,0.599764108397118,0.586508294890479,7.318647245,11.13,12,"210201_8","E44","C","F","Day2","E44_F",0.106639521295364
"215","210201_9","E44","C","F","Day2","E44_F",113.5,NA,NA,46.575,1.090025,0.22675,13.9,0.33465,0.24125,9.675,0.2224,0.23125,12.975,0.28865,0.2135,9.675,0.232925,0.245,NA,NA,16,3.9955,0.24375,NA,0.223848443223443,0.241891967611625,12.8721974875,11.13,12,"210201_9","E44","C","F","Day2","E44_F",-0.0851006351587326
"216","210201_10","E44","C","F","Day3","E44_F",190.5,NA,NA,15.95,0.16535,0.101,0,0,NA,2.325,0.0261,NA,0.525,0.005375,NA,13.1,0.133875,0.0935,1.4575,11.875,0.85,0.066,NA,NA,0.798129831721098,0.759904304086998,6.4706367775,11.13,12,"210201_10","E44","C","F","Day3","E44_F",0.146068601909485
"217","210201_6","E44","C","F","Day3","E44_F",186.5,NA,NA,15.05,0.226775,0.13475,0,0,NA,5.1,0.075875,0.154,2.575,0.0422,NA,7.45,0.108725,0.12025,1.87,11,1.75,0.357,NA,NA,0.538745032290114,0.438916281319387,4.444965835,11.13,12,"210201_6","E44","C","F","Day3","E44_F",-0.0212284431617094
"218","210201_7","E44","C","F","Day3","E44_F",187.5,NA,NA,14.225,0.215775,0.14675,0.3,0.00815,NA,1.175,0.0223,NA,1.5,0.03085,NA,11.225,0.154475,0.14475,1.85725,10.05,2.925,0.4385,NA,NA,0.760828894835148,0.724262044809305,4.6706339225,11.13,12,"210201_7","E44","C","F","Day3","E44_F",0.233597732044583
"219","210201_8","E44","C","F","Day3","E44_F",188.5,NA,NA,25.675,0.45855,0.17925,1.05,0.021125,NA,8.025,0.16225,NA,2.475,0.046025,NA,14.15,0.22915,0.15375,4.15125,21.575,3.025,0.4435,0.119,NA,0.582612377273962,0.505199034932444,9.703291195,11.13,12,"210201_8","E44","C","F","Day3","E44_F",0.144058311274305
"220","210201_9","E44","C","F","Day3","E44_F",189.5,NA,NA,27.475,0.506625,0.12275,2.875,0.06625,NA,10.55,0.205125,NA,4.125,0.091375,NA,9.925,0.143875,0.108,NA,NA,4.3,1.0695,NA,NA,0.554071463685718,NA,8.19807549,11.13,12,"210201_9","E44","C","F","Day3","E44_F",-0.0386443244273641
"221","210201_10","E44","C","F","Day4","E44_F",266.5,NA,NA,18.725,0.245175,0.13675,0.15,0.001175,NA,2.675,0.04145,NA,5.475,0.07455,0.1865,10.45,0.128025,0.11575,1.884,14.675,1.15,0.17,NA,NA,0.596717817561807,0.507458982214346,7.5542644825,11.13,12,"210201_10","E44","C","F","Day4","E44_F",0.0422013942201933
"222","210201_6","E44","C","F","Day4","E44_F",262.5,NA,NA,38.875,0.7533,0.1855,6.6,0.1384,NA,4.425,0.09725,NA,13.2,0.259975,0.235,14.65,0.2577,0.1645,NA,NA,6.225,0.83075,NA,NA,0.484185316058108,0.419004148532632,11.68836956,11.13,12,"210201_6","E44","C","F","Day4","E44_F",0.0626845379028559
"223","210201_7","E44","C","F","Day4","E44_F",263.5,NA,NA,16.5,0.23775,0.13825,0,0,NA,2.325,0.045475,NA,4.175,0.07575,0.153,10.05,0.116525,0.1075,2.2885,12.45,0.35,0.03125,NA,NA,0.611543268417707,0.508779324590305,6.8904284325,11.13,12,"210201_7","E44","C","F","Day4","E44_F",0.0611196341587506
"224","210201_8","E44","C","F","Day4","E44_F",264.5,NA,NA,22.225,0.3644,0.1425,1.825,0.037475,NA,4.325,0.0877,NA,2.75,0.06445,0.1795,13.2,0.1715,0.1035,3.418,18.15,4.25,0.93925,NA,NA,0.566861493154253,0.400690668201483,8.2321970275,11.13,12,"210201_8","E44","C","F","Day4","E44_F",0.0280340946294919
"225","210201_9","E44","C","F","Day4","E44_F",265.5,NA,NA,20.875,0.3833,0.1485,1.4,0.0335,NA,3.1,0.058225,NA,3.975,0.0928,NA,12.4,0.19875,0.13625,3.56525,16.775,2.9,0.51725,NA,NA,0.711765408504539,0.653557651012982,6.029380895,11.13,12,"210201_9","E44","C","F","Day4","E44_F",0.189309166310407
"226","210201_10","E44","C","F","Day5","E44_F",342.5,NA,NA,14.225,0.10705,0.0695,0.8,0.005425,NA,1.025,0.010125,NA,1.725,0.01615,NA,10.65,0.075375,0.06725,0.97025,10.125,0,0,NA,NA,0.786268126694365,0.75882119841983,8.2498028275,11.13,12,"210201_10","E44","C","F","Day5","E44_F",0.0482583261469483
"227","210201_6","E44","C","F","Day5","E44_F",338.5,NA,NA,17.1,0.240775,0.121,0.775,0.034225,NA,1.95,0.041375,NA,2.6,0.046175,NA,11.825,0.119,0.09275,2.3015,13.05,0.975,0.28675,NA,NA,0.785662923487821,0.646143094613091,7.8346383725,11.13,12,"210201_6","E44","C","F","Day5","E44_F",0.188172214778305
"228","210201_7","E44","C","F","Day5","E44_F",339.5,NA,NA,16.2,0.252225,0.15425,1.35,0.02605,NA,2.75,0.053925,NA,1.95,0.043475,NA,10.15,0.12875,0.12975,2.29525,12.125,0.25,0.0475,NA,NA,0.645270826920141,0.555793812702447,6.33990814,11.13,12,"210201_7","E44","C","F","Day5","E44_F",0.138503609542862
"229","210201_8","E44","C","F","Day5","E44_F",340.5,NA,NA,25.025,0.477825,0.15575,3.175,0.066975,NA,2.7,0.063525,NA,6.625,0.159825,NA,12.525,0.18755,0.1225,4.57625,20.95,4.225,0.905,NA,NA,0.577657143978354,0.434992421037685,7.8211195975,11.13,12,"210201_8","E44","C","F","Day5","E44_F",0.0749827156837327
"230","210201_9","E44","C","F","Day5","E44_F",341.5,NA,NA,8.625,0.102025,0.11575,0.85,0.022625,NA,0.425,0.00835,NA,1,0.0222,NA,6.35,0.04885,0.07575,0.96075,4.525,0,0,NA,NA,0.749234843258354,0.563700099731941,3.480810735,11.13,12,"210201_9","E44","C","F","Day5","E44_F",0.137419372759538
"231","210201_11","E44","B","M","Day1","E44_M",39.5,NA,NA,60,1.11225,0.18525,20.725,0.363875,0.181,12,0.235975,0.1915,15.4,0.27715,0.194,10.475,0.20835,0.20475,NA,NA,27.575,5.38025,0.18325,NA,0.174583333333333,0.192552176693547,21.16421508,10.67,12,"210201_11","E44","B","M","Day1","E44_M",-0.247599576335695
"232","210201_12","E44","B","M","Day1","E44_M",40.5,NA,NA,50.925,0.7982,0.15625,8.425,0.135575,0.16525,18.85,0.301825,NA,7.975,0.1414,NA,13.375,0.179225,0.1325,NA,NA,28.7,4.4265,0.149,NA,0.260947654496042,0.221330762884382,20.432370465,10.67,12,"210201_12","E44","B","M","Day1","E44_M",-0.240362510771027
"233","210201_13","E44","B","M","Day1","E44_M",41.5,NA,NA,60,1.1696,0.19475,15.625,0.32105,0.21075,8.15,0.163925,NA,25.475,0.479775,0.19775,7.575,0.1418,0.18525,NA,NA,33.45,6.5455,0.19275,NA,0.12625,0.122967112674967,20.223110505,10.67,12,"210201_13","E44","B","M","Day1","E44_M",-0.270011912145532
"234","210201_14","E44","B","M","Day1","E44_M",42.5,NA,NA,40.35,0.9057,0.20675,10.55,0.239975,NA,6.375,0.146125,NA,14.2,0.336375,0.235,7.975,0.1581,0.18575,NA,NA,20.25,4.898,0.224,NA,0.229449096225412,0.187215989307366,14.278609875,11.13,12,"210201_14","E44","B","M","Day1","E44_M",-0.134070503258861
"235","210201_15","E44","B","M","Day1","E44_M",43.5,NA,NA,60,1.07315,0.179,11.575,0.21615,0.1895,14.55,0.271675,0.19675,18.3,0.31235,0.19125,14.075,0.241875,0.1635,NA,NA,27.225,5.10425,0.1855,NA,0.234583333333333,0.224136804816812,23.2711921275,11.13,12,"210201_15","E44","B","M","Day1","E44_M",-0.2046528641801
"236","210201_16","E44","B","M","Day1","E44_M",44.5,NA,NA,60,1.14785,0.19125,19.95,0.427175,0.20975,13.75,0.276625,NA,18.95,0.30035,NA,3.175,0.056425,NA,NA,NA,34.725,6.48675,0.188,NA,0.0529166666666667,0.0519018094341189,25.724396735,11.13,12,"210201_16","E44","B","M","Day1","E44_M",-0.352895086671732
"237","210201_17","E44","B","M","Day1","E44_M",45.5,NA,NA,38.5,0.71515,0.17475,9.3,0.18485,NA,10,0.189525,NA,7.925,0.178125,0.2235,9.9,0.1365,0.1305,NA,NA,22.625,4.3645,0.18675,NA,0.354221128334032,0.267696493977021,14.56038027,13,12,"210201_17","E44","B","M","Day1","E44_M",-0.0966113049135974
"238","210201_18","E44","B","M","Day1","E44_M",46.5,NA,NA,53.2,0.950475,0.176,9.075,0.15925,0.178,13.55,0.231325,0.16725,13.1,0.246,0.19375,16.85,0.300025,0.166,NA,NA,29.025,5.1275,0.16925,NA,0.306216722909636,0.294587304672953,18.8199223675,13,12,"210201_18","E44","B","M","Day1","E44_M",-0.141205052769112
"239","210201_11","E44","B","M","Day2","E44_M",115.5,NA,NA,37.675,0.518425,0.125,8.325,0.115525,NA,8.15,0.122325,0.153,8.475,0.126275,NA,12.7,0.154325,0.123,NA,NA,4.725,0.83825,NA,NA,0.444886778845176,0.381004625215671,13.4578856875,10.67,12,"210201_11","E44","B","M","Day2","E44_M",-0.14168982564392
"240","210201_12","E44","B","M","Day2","E44_M",116.5,NA,NA,30.875,0.440925,0.1315,4.175,0.073075,NA,7.6,0.136075,0.16475,7.025,0.117225,NA,11.45,0.1047,0.0875,4.354,26.8,10.3,1.63025,NA,NA,0.460525128554834,0.365084362707366,11.5902650325,10.67,12,"210201_12","E44","B","M","Day2","E44_M",-0.108316056576081
"241","210201_13","E44","B","M","Day2","E44_M",117.5,NA,NA,32.65,0.446625,0.11975,4.525,0.064175,NA,5.3,0.0635,NA,6.65,0.119575,NA,16.15,0.199375,0.11625,NA,NA,9.85,0.9915,0.0945,NA,0.48931344668771,0.460158045931378,13.4042492725,10.67,12,"210201_13","E44","B","M","Day2","E44_M",-0.111587919590687
"242","210201_14","E44","B","M","Day2","E44_M",118.5,NA,NA,42.4,0.83235,0.18075,5.65,0.124875,NA,9.525,0.1727,0.18525,13.2,0.2809,NA,13.85,0.2506,0.17025,NA,NA,13.875,2.4525,0.165,NA,0.359071761571762,0.335642644905502,13.5070443525,11.13,12,"210201_14","E44","B","M","Day2","E44_M",-0.0753895153452382
"243","210201_15","E44","B","M","Day2","E44_M",119.5,NA,NA,54.525,0.5065,0.09175,10.1,0.0964,NA,13.975,0.1294,0.10275,10.5,0.116425,0.11625,19.9,0.1634,0.1205,NA,NA,4.1,0.42525,0.08725,NA,0.36420529206447,0.352338833171351,23.5803656325,11.13,12,"210201_15","E44","B","M","Day2","E44_M",-0.313094803756863
"244","210201_16","E44","B","M","Day2","E44_M",120.5,NA,NA,52.975,0.8387,0.15275,11.225,0.18095,0.1525,13.175,0.20495,0.159,9.425,0.15795,0.1755,19.125,0.2949,0.14275,NA,NA,13.675,2.1775,0.1445,NA,0.360745768619536,0.344432576382699,19.985142635,11.13,12,"210201_16","E44","B","M","Day2","E44_M",-0.1501142378404
"245","210201_17","E44","B","M","Day2","E44_M",121.5,NA,NA,35.175,0.5961,0.132,10.2,0.17185,NA,10.075,0.191925,NA,6.175,0.11715,NA,8.7,0.114175,0.119,NA,NA,13.875,2.6215,NA,NA,0.447541071320914,0.411558660182943,11.448278435,13,12,"210201_17","E44","B","M","Day2","E44_M",-0.119935850782448
"246","210201_18","E44","B","M","Day2","E44_M",122.5,NA,NA,28.325,0.465325,0.13875,5.05,0.078425,NA,6.85,0.11945,NA,4.55,0.09975,NA,11.85,0.1677,0.1385,NA,NA,8.1,1.74325,NA,NA,0.539754486180832,0.521340572135808,11.2361422975,13,12,"210201_18","E44","B","M","Day2","E44_M",-0.00930488505057221
"247","210201_11","E44","B","M","Day3","E44_M",191.5,NA,NA,20.6,0.2594,0.11775,1.1,0.02275,NA,4.75,0.05295,NA,7.075,0.086025,NA,7.625,0.0977,0.13525,2.089,16.525,0,0,NA,NA,0.368997608337639,0.422209001867915,7.3007237425,10.67,12,"210201_11","E44","B","M","Day3","E44_M",-0.237360810050967
"248","210201_12","E44","B","M","Day3","E44_M",192.5,NA,NA,28.975,0.353025,0.10825,2.975,0.044425,NA,10.175,0.104825,NA,5.675,0.11145,0.17975,10.175,0.09235,0.08625,3.43975,24.925,1.25,0.405,NA,NA,0.483287713592051,0.388626639650108,11.72894776,10.67,12,"210201_12","E44","B","M","Day3","E44_M",-0.148991702320052
"249","210201_13","E44","B","M","Day3","E44_M",193.5,NA,NA,20.325,0.20685,0.102,0,0,NA,5.45,0.06365,NA,3.925,0.03855,NA,10.95,0.104675,0.07925,1.95675,16.275,2,0.16025,NA,NA,0.527562281051171,0.425383851222348,8.469107545,10.67,12,"210201_13","E44","B","M","Day3","E44_M",-0.121770422705337
"250","210201_14","E44","B","M","Day3","E44_M",194.5,NA,NA,17.4,0.3032,0.1595,0.65,0.020225,NA,3.175,0.06525,NA,3.3,0.08315,NA,10.225,0.134575,0.121,2.83675,13.275,1,0.181,NA,NA,0.656692686033513,0.552705422912248,6.7212698375,11.13,12,"210201_14","E44","B","M","Day3","E44_M",0.164250230445534
"251","210201_15","E44","B","M","Day3","E44_M",195.5,NA,NA,36.95,0.31535,0.08575,1.375,0.026975,NA,10.075,0.07345,NA,10.575,0.090425,NA,14.925,0.124525,0.087,2.9925,32.95,2.175,0.17625,NA,NA,0.468192452575758,0.477345861750817,13.842114105,11.13,12,"210201_15","E44","B","M","Day3","E44_M",-0.225478799576205
"252","210201_16","E44","B","M","Day3","E44_M",196.5,NA,NA,21.25,0.286975,0.127,1.025,0.014325,NA,5.75,0.046725,NA,3.7,0.0711,NA,10.8,0.154825,0.13825,2.50675,17.225,2.55,0.46625,NA,NA,0.591232968340607,0.614983361871486,8.2904059825,11.13,12,"210201_16","E44","B","M","Day3","E44_M",0.0101134159617209
"253","210201_17","E44","B","M","Day3","E44_M",197.5,NA,NA,16.85,0.2137,0.11725,0.6,0.0095,NA,4.7,0.0568,NA,2,0.04405,NA,9.525,0.10335,0.09775,2.06025,12.775,1.6,0.25975,NA,NA,0.64109330707499,0.562811909871891,7.366570975,13,12,"210201_17","E44","B","M","Day3","E44_M",0.0333706256588311
"254","210201_18","E44","B","M","Day3","E44_M",198.5,NA,NA,24.95,0.373125,0.10575,2.45,0.057125,NA,8.725,0.1414,NA,2.725,0.05575,NA,11.025,0.1189,0.0835,3.67825,20.8,3.125,0.6565,NA,NA,0.594096553826011,0.53058428246191,9.6033685375,13,12,"210201_18","E44","B","M","Day3","E44_M",-0.045004177223854
"255","210201_11","E44","B","M","Day4","E44_M",267.5,NA,NA,12.9,0.1261,0.09625,2.7,0.01405,NA,1.025,0.0139,NA,2.475,0.0286,NA,6.675,0.069525,0.10025,0.99175,8.825,0.275,0,NA,NA,0.582016962667718,0.601349785656355,5.2073868875,10.67,12,"210201_11","E44","B","M","Day4","E44_M",-0.0830047659056436
"256","210201_12","E44","B","M","Day4","E44_M",268.5,NA,NA,26.525,0.255825,0.07975,2.5,0.022475,NA,8.1,0.084675,NA,3.85,0.041225,NA,12.1,0.107425,0.08525,2.32825,22.5,1.5,0.1855,NA,NA,0.550690422139962,0.551908062296712,10.247750635,10.67,12,"210201_12","E44","B","M","Day4","E44_M",-0.159351986342629
"257","210201_13","E44","B","M","Day4","E44_M",269.5,NA,NA,29.75,0.330075,0.0995,1.15,0.0083,NA,8.7,0.083225,NA,6.25,0.07215,NA,13.625,0.166425,0.1125,NA,NA,3,0.574,NA,NA,0.567345064009856,0.616182978474943,11.283411815,10.67,12,"210201_13","E44","B","M","Day4","E44_M",-0.0888089548844145
"258","210201_14","E44","B","M","Day4","E44_M",270.5,NA,NA,16.85,0.223675,0.128,2.875,0.01095,NA,1.55,0.026525,NA,3.325,0.06935,NA,9.075,0.116825,0.12775,2.038,12.775,1.275,0.21725,NA,NA,0.609530147519062,0.626115014449458,6.9084779675,11.13,12,"210201_14","E44","B","M","Day4","E44_M",0.0311391211952806
"259","210201_15","E44","B","M","Day4","E44_M",271.5,NA,NA,22.275,0.22855,0.117,0.675,0.013925,NA,3.3,0.020525,NA,9,0.06275,NA,9.275,0.131375,0.1375,1.92625,18.2,3.825,0.2395,NA,NA,0.471837999097953,0.581711797179957,7.947120215,11.13,12,"210201_15","E44","B","M","Day4","E44_M",-0.136566813831982
"260","210201_16","E44","B","M","Day4","E44_M",272.5,NA,NA,14.225,0.1735,0.125,0.45,0.006125,NA,1.875,0.02455,NA,2.7,0.055025,NA,9.2,0.087775,0.085,1.66625,10.125,1.15,0.28425,NA,NA,0.600585548221524,0.444299196558487,6.16439968,11.13,12,"210201_16","E44","B","M","Day4","E44_M",0.0140089437324279
"261","210201_17","E44","B","M","Day4","E44_M",273.5,NA,NA,9.575,0.094825,0.101,1,0.013525,NA,1.05,0.012225,NA,1.2,0.018625,NA,6.325,0.0504,0.07925,0.7995,5.5,0,0,NA,NA,0.669633503472513,0.524195260057844,4.2640215025,13,12,"210201_17","E44","B","M","Day4","E44_M",0.0175722736608997
"262","210201_18","E44","B","M","Day4","E44_M",274.5,NA,NA,24.625,0.263925,0.10625,1.9,0.00985,NA,3.675,0.0277,NA,3.15,0.0342,NA,15.9,0.19215,0.11175,2.23975,20.525,1.35,0.095,NA,NA,0.626882424188238,0.651047686057907,10.505491925,13,12,"210201_18","E44","B","M","Day4","E44_M",-0.0108540438340749
"263","210201_11","E44","B","M","Day5","E44_M",343.5,NA,NA,9.175,0.049375,0.05525,0,0,NA,0.35,0.003075,NA,1.8,0.005775,NA,7,0.040525,0.05725,0.431,5.15,0,0,NA,NA,0.802529401725315,0.826756762440502,4.1474435175,10.67,12,"210201_11","E44","B","M","Day5","E44_M",0.0256381048926542
"264","210201_12","E44","B","M","Day5","E44_M",344.5,NA,NA,28.075,0.2932,0.0865,2.35,0.023925,NA,4.7,0.0462,NA,6.95,0.09325,NA,14.075,0.1298,0.074,NA,NA,5.95,0.78875,NA,NA,0.607314403748921,0.551374702439149,10.1257648275,10.67,12,"210201_12","E44","B","M","Day5","E44_M",-0.0843104538617126
"265","210201_13","E44","B","M","Day5","E44_M",345.5,NA,NA,11.05,0.0769,0.071,0,0,NA,0.2,0.0028,NA,1.775,0.02135,NA,9.05,0.05275,0.061,0.48075,5.725,0,0,NA,NA,0.83169320160905,0.719478831229522,3.2098919375,10.67,12,"210201_13","E44","B","M","Day5","E44_M",0.0977761901442911
"266","210201_14","E44","B","M","Day5","E44_M",346.5,NA,NA,9.875,0.094775,0.0935,0,0,NA,0,0,NA,1.5,0.027425,NA,8.35,0.067325,0.081,0.715,5.775,0,0,NA,NA,0.847091485172881,0.737514155844661,3.4232863475,11.13,12,"210201_14","E44","B","M","Day5","E44_M",0.174566309947981
"267","210201_15","E44","B","M","Day5","E44_M",347.5,NA,NA,12.825,0.127375,0.079,0.4,0.0052,NA,1.45,0.016925,NA,2.625,0.0392,NA,8.375,0.066,0.07,1.21125,8.775,0.775,0.067,NA,NA,0.74486966424966,0.69440829352996,4.9249723325,11.13,12,"210201_15","E44","B","M","Day5","E44_M",0.0327808612257403
"268","210201_16","E44","B","M","Day5","E44_M",348.5,NA,NA,8.4,0.108525,0.1185,0,0,NA,0.35,0.0067,NA,0.875,0.024825,NA,7.175,0.077,0.096,0.69225,4.3,0.125,0,NA,NA,0.857433889048577,0.756033706373378,4.534108945,11.13,12,"210201_16","E44","B","M","Day5","E44_M",0.253121865201299
