"","Animal","Genotype","Day","Sex","Winding","Time","Distance","TimeNorm","DistNorm","Quadrant"
"122","190715_2","E33","Probe_D5","M",16.65450975,3.1,0.0802,0.0516666666666667,0.0606289688539462,"SE"
"123","190715_3","E33","Probe_D5","M",21.93281961,8,0.1034,0.133333333333333,0.107061503416856,"SE"
"124","210201_1","E33","Probe_D5","F",18.89749433,7,0.1475,0.116666666666667,0.114217128697538,"SE"
"125","210201_2","E33","Probe_D5","F",17.52309751,16.3,0.3923,0.27212020033389,0.286517674554484,"SE"
"126","210201_3","E33","Probe_D5","F",19.65222312,10.1,0.2069,0.168614357262103,0.185361046407454,"SE"
"127","210201_4","E33","Probe_D5","F",17.74953104,6.5,0.1621,0.108153078202995,0.116275733448103,"SE"
"128","210201_5","E33","Probe_D5","F",15.07775429,12.1,0.303,0.201666666666667,0.252984887701428,"SE"
"129","210222_10","E33","Probe_D5","F",19.82826203,4.1,0.1005,0.0683333333333333,0.0959793715977462,"SE"
"130","210222_11","E33","Probe_D5","F",18.3427755,4.2,0.0995,0.07,0.0761227144059368,"SE"
"131","210222_12","E33","Probe_D5","F",22.15588694,11.7,0.2076,0.195,0.202873057754324,"SE"
"132","210222_13","E33","Probe_D5","M",17.11753122,11.2,0.2349,0.186356073211314,0.206251646325402,"SE"
"133","210222_14","E33","Probe_D5","M",21.61513411,4.8,0.0799,0.0801335559265442,0.0842471530999578,"SE"
"134","210222_15","E33","Probe_D5","M",20.59428236,9.1,0.1312,0.151666666666667,0.14017094017094,"SE"
"135","210222_7","E33","Probe_D5","F",18.98031134,10.5,0.2292,0.175,0.190952261934516,"SE"
"136","210222_8","E33","Probe_D5","F",20.28099476,5.2,0.1206,0.0866666666666667,0.0968908170643529,"SE"
"137","210222_9","E33","Probe_D5","F",20.92660878,11.6,0.2425,0.193333333333333,0.196642880311385,"SE"
"138","061019_1","E44","Probe_D5","M",22.57524101,8.8,0.1625,0.146666666666667,0.14585764294049,"SE"
"139","061019_10","E44","Probe_D5","F",23.59291797,1.9,0.0438,0.0316666666666667,0.0367542166652681,"SE"
"140","061019_2","E44","Probe_D5","M",20.43866189,6.9,0.175,0.115,0.139109697933227,"SE"
"141","061019_3","E44","Probe_D5","M",26.6606015,1.1,0.0183,0.0183333333333333,0.0184067592033796,"SE"
"142","061019_4","E44","Probe_D5","M",19.2642475,7.5,0.1563,0.125,0.159652706843718,"SE"
"143","061019_5","E44","Probe_D5","M",19.00566791,12.3,0.2955,0.205,0.22241457172964,"SE"
"144","061019_6","E44","Probe_D5","F",26.34062848,9.7,0.1924,0.161666666666667,0.180335551598088,"SE"
"145","061019_7","E44","Probe_D5","F",21.92279566,8.5,0.1752,0.141903171953255,0.155498358036744,"SE"
"146","061019_8","E44","Probe_D5","F",25.03491172,5.1,0.1104,0.0848585690515807,0.110576923076923,"SE"
"147","061019_9","E44","Probe_D5","F",39.73000118,2,0.0187,0.0333333333333333,0.0285017527815882,"SE"
"148","200331_21","E44","Probe_D5","F",22.07805611,7.3,0.1598,0.121464226289517,0.158170840344452,"SE"
"149","210201_10","E44","Probe_D5","F",15.40676457,17.2,0.4119,0.286666666666667,0.310165662650602,"SE"
"150","210201_11","E44","Probe_D5","M",21.70830902,13.3,0.2648,0.221297836938436,0.257262217040707,"SE"
"151","210201_12","E44","Probe_D5","M",19.82029338,19.6,0.3163,0.327212020033389,0.369078179696616,"SE"
"152","210201_13","E44","Probe_D5","M",19.83816166,17.4,0.3358,0.290484140233723,0.315334773218142,"SE"
"153","210201_14","E44","Probe_D5","M",19.26199856,10.5,0.203,0.174708818635607,0.17406962785114,"SE"
"154","210201_15","E44","Probe_D5","M",19.8547858,7.3,0.122,0.121666666666667,0.132912081926136,"SE"
"155","210201_16","E44","Probe_D5","M",19.48499118,8.2,0.1888,0.136666666666667,0.160271646859083,"SE"
"156","210201_17","E44","Probe_D5","M",17.88616168,12.8,0.2583,0.213333333333333,0.208424110384895,"SE"
"157","210201_18","E44","Probe_D5","M",22.12724487,5.5,0.1057,0.0916666666666667,0.0979792361883574,"SE"
"158","210201_6","E44","Probe_D5","F",15.57070843,13.8,0.3265,0.23,0.268459135010689,"SE"
"159","210201_7","E44","Probe_D5","F",16.79030573,17.2,0.3935,0.286666666666667,0.293066209875624,"SE"
"160","210201_8","E44","Probe_D5","F",18.81960648,12.3,0.271,0.205685618729097,0.209541483027913,"SE"
"161","210201_9","E44","Probe_D5","F",22.70306535,5.1,0.1242,0.085,0.120687979788164,"SE"
"215","190715_10","E22","Probe_D5","M",22.41614255,14,0.2227,0.233722871452421,0.211130072051574,"NW"
"216","190715_5","E22","Probe_D5","M",20.22717514,4,0.0803,0.0666666666666667,0.0729138291110506,"NW"
"217","190715_6","E22","Probe_D5","M",18.74337815,18.8,0.3373,0.313856427378965,0.272587683853241,"NW"
"218","190715_7","E22","Probe_D5","F",18.01052275,20.4,0.3482,0.340567612687813,0.304423850323483,"NW"
"219","190715_8","E22","Probe_D5","F",17.06983101,5,0.1044,0.0834724540901502,0.0852453662121336,"NW"
"220","190715_9","E22","Probe_D5","M",17.34081223,10.1,0.2183,0.168333333333333,0.180592322964924,"NW"
"221","210222_16","E22","Probe_D5","M",17.65134178,13.4,0.2778,0.223333333333333,0.229207920792079,"NW"
"222","210222_17","E22","Probe_D5","F",19.746707,18.4,0.3794,0.306666666666667,0.314854771784232,"NW"
"223","210503-18","E22","Probe_D5","M",22.16481661,4.9,0.0917,0.107929515418502,0.099706426008481,"NW"
"224","210503-19","E22","Probe_D5","M",15.1498015,8.3,0.18,0.153988868274583,0.163398692810458,"NW"
"225","210503-20","E22","Probe_D5","M",18.44049014,10.8,0.2322,0.184931506849315,0.189767898005884,"NW"
"226","210503-21","E22","Probe_D5","F",19.81538632,12.6,0.2509,0.221441124780316,0.225995316159251,"NW"
"227","210503-22","E22","Probe_D5","F",20.12895324,3.3,0.0646,0.0615671641791045,0.0731265564863029,"NW"
"228","190715_1","E33","Probe_D5","M",16.75229445,9.6,0.2024,0.16,0.149615612063868,"NW"
"229","190715_2","E33","Probe_D5","M",16.65450975,20.8,0.4535,0.346666666666667,0.342833383731479,"NW"
"230","190715_3","E33","Probe_D5","M",21.93281961,9.1,0.1703,0.151666666666667,0.176330503209774,"NW"
"231","210201_1","E33","Probe_D5","F",18.89749433,12.1,0.2479,0.201666666666667,0.191962211553353,"NW"
"232","210201_2","E33","Probe_D5","F",17.52309751,7.6,0.1342,0.126878130217028,0.0980134385042361,"NW"
"233","210201_3","E33","Probe_D5","F",19.65222312,6.1,0.0874,0.101836393989983,0.0783013796810607,"NW"
"234","210201_4","E33","Probe_D5","F",17.74953104,9.5,0.2293,0.158069883527454,0.164478875260024,"NW"
"235","210201_5","E33","Probe_D5","F",15.07775429,4.6,0.1196,0.0766666666666667,0.0998580612841279,"NW"
"236","210222_10","E33","Probe_D5","F",19.82826203,9.8,0.1725,0.163333333333333,0.164740712443893,"NW"
"237","210222_11","E33","Probe_D5","F",18.3427755,14.1,0.3267,0.235,0.249942621069543,"NW"
"238","210222_12","E33","Probe_D5","F",22.15588694,3.4,0.0561,0.0566666666666667,0.0548226326590443,"NW"
"239","210222_13","E33","Probe_D5","M",17.11753122,10.7,0.224,0.178036605657238,0.196681007990166,"NW"
"240","210222_14","E33","Probe_D5","M",21.61513411,4.3,0.0586,0.0717863105175292,0.0617882749894559,"NW"
"241","210222_15","E33","Probe_D5","M",20.59428236,4.9,0.0723,0.0816666666666667,0.0772435897435897,"NW"
"242","210222_7","E33","Probe_D5","F",18.98031134,14.3,0.2816,0.238333333333333,0.234608014663001,"NW"
"243","210222_8","E33","Probe_D5","F",20.28099476,17.7,0.3725,0.295,0.299268900136579,"NW"
"244","210222_9","E33","Probe_D5","F",20.92660878,7.5,0.151,0.125,0.122445669802141,"NW"
"245","061019_1","E44","Probe_D5","M",22.57524101,19.4,0.3416,0.323333333333333,0.306615205098286,"NW"
"246","061019_10","E44","Probe_D5","F",23.59291797,25.5,0.5804,0.425,0.487035327683142,"NW"
"247","061019_2","E44","Probe_D5","M",20.43866189,8.5,0.2069,0.141666666666667,0.164467408585056,"NW"
"248","061019_3","E44","Probe_D5","M",26.6606015,9.6,0.1734,0.16,0.174411587205794,"NW"
"249","061019_4","E44","Probe_D5","M",19.2642475,29.3,0.4208,0.488333333333333,0.429826353421859,"NW"
"250","061019_5","E44","Probe_D5","M",19.00566791,15.2,0.3347,0.253333333333333,0.251919313563149,"NW"
"251","061019_6","E44","Probe_D5","F",26.34062848,3.6,0.0941,0.06,0.0881994563689193,"NW"
"252","061019_7","E44","Probe_D5","F",21.92279566,13.4,0.2614,0.223706176961603,0.232004970267152,"NW"
"253","061019_8","E44","Probe_D5","F",25.03491172,24.6,0.3916,0.409317803660566,0.392227564102564,"NW"
"254","061019_9","E44","Probe_D5","F",39.73000118,8.9,0.1308,0.148333333333333,0.199359853680841,"NW"
"255","200331_21","E44","Probe_D5","F",22.07805611,17.9,0.3171,0.29783693843594,0.313867168167871,"NW"
"256","210201_10","E44","Probe_D5","F",15.40676457,7.6,0.178,0.126666666666667,0.134036144578313,"NW"
"257","210201_11","E44","Probe_D5","M",21.70830902,4.3,0.0725,0.0715474209650582,0.0704362187894686,"NW"
"258","210201_12","E44","Probe_D5","M",19.82029338,7.2,0.0993,0.120200333889816,0.115869311551925,"NW"
"259","210201_13","E44","Probe_D5","M",19.83816166,5.4,0.1099,0.0901502504173623,0.10320217860832,"NW"
"260","210201_14","E44","Probe_D5","M",19.26199856,7.5,0.1578,0.124792013311148,0.135311267364088,"NW"
"261","210201_15","E44","Probe_D5","M",19.8547858,13.2,0.2309,0.22,0.251552456694629,"NW"
"262","210201_16","E44","Probe_D5","M",19.48499118,16.8,0.3019,0.28,0.256281833616299,"NW"
"263","210201_17","E44","Probe_D5","M",17.88616168,4.2,0.0869,0.07,0.0701202291616235,"NW"
"264","210201_18","E44","Probe_D5","M",22.12724487,7.6,0.1148,0.126666666666667,0.10641453466815,"NW"
"265","210201_6","E44","Probe_D5","F",15.57070843,7.9,0.1543,0.131666666666667,0.126870580496629,"NW"
"266","210201_7","E44","Probe_D5","F",16.79030573,6.4,0.1487,0.106666666666667,0.110747002308781,"NW"
"267","210201_8","E44","Probe_D5","F",18.81960648,5.9,0.1385,0.0986622073578595,0.10709038892755,"NW"
"268","210201_9","E44","Probe_D5","F",22.70306535,7.1,0.1415,0.118333333333333,0.137498785346419,"NW"
"322","190715_10","E22","Probe_D5","M",22.41614255,0,0,0,0,"NE"
"323","190715_5","E22","Probe_D5","M",20.22717514,6.1,0.124,0.101666666666667,0.112594206846454,"NE"
"324","190715_6","E22","Probe_D5","M",18.74337815,4.5,0.1098,0.0751252086811352,0.0887344431873283,"NE"
"325","190715_7","E22","Probe_D5","F",18.01052275,10.6,0.1896,0.176961602671119,0.165763245322609,"NE"
"326","190715_8","E22","Probe_D5","F",17.06983101,4.6,0.0915,0.0767946577629382,0.0747121744100596,"NE"
"327","190715_9","E22","Probe_D5","M",17.34081223,20.8,0.3668,0.346666666666667,0.303441429516876,"NE"
"328","210222_16","E22","Probe_D5","M",17.65134178,7.1,0.1512,0.118333333333333,0.124752475247525,"NE"
"329","210222_17","E22","Probe_D5","F",19.746707,7.4,0.1615,0.123333333333333,0.13402489626556,"NE"
"330","210503-18","E22","Probe_D5","M",22.16481661,5.2,0.0818,0.114537444933921,0.088942046319452,"NE"
"331","210503-19","E22","Probe_D5","M",15.1498015,7.4,0.1565,0.137291280148423,0.142066085693537,"NE"
"332","210503-20","E22","Probe_D5","M",18.44049014,9.2,0.1836,0.157534246575342,0.15004903563256,"NE"
"333","210503-21","E22","Probe_D5","F",19.81538632,3,0.0629,0.0527240773286467,0.0566564582958025,"NE"
"334","210503-22","E22","Probe_D5","F",20.12895324,12,0.1254,0.223880597014925,0.141951550826353,"NE"
"335","190715_1","E33","Probe_D5","M",16.75229445,18,0.392,0.3,0.289769367238321,"NE"
"336","190715_2","E33","Probe_D5","M",16.65450975,2.8,0.0734,0.0466666666666667,0.0554883580284245,"NE"
"337","190715_3","E33","Probe_D5","M",21.93281961,0,0,0,0,"NE"
"338","210201_1","E33","Probe_D5","F",18.89749433,5.9,0.1915,0.0983333333333333,0.148288678953074,"NE"
"339","210201_2","E33","Probe_D5","F",17.52309751,4.7,0.1084,0.0784641068447412,0.0791703184341221,"NE"
"340","210201_3","E33","Probe_D5","F",19.65222312,0,0,0,0,"NE"
"341","210201_4","E33","Probe_D5","F",17.74953104,7.6,0.1799,0.126455906821963,0.129043827558999,"NE"
"342","210201_5","E33","Probe_D5","F",15.07775429,9.7,0.1854,0.161666666666667,0.154796693662854,"NE"
"343","210222_10","E33","Probe_D5","F",19.82826203,2.9,0.0523,0.0483333333333333,0.0499474739757425,"NE"
"344","210222_11","E33","Probe_D5","F",18.3427755,8,0.16,0.133333333333333,0.122408384974371,"NE"
"345","210222_12","E33","Probe_D5","F",22.15588694,0,0,0,0,"NE"
"346","210222_13","E33","Probe_D5","M",17.11753122,9.1,0.1809,0.151414309484193,0.158837474756344,"NE"
"347","210222_14","E33","Probe_D5","M",21.61513411,2.1,0.044,0.0350584307178631,0.0463939266132434,"NE"
"348","210222_15","E33","Probe_D5","M",20.59428236,4.3,0.0715,0.0716666666666667,0.0763888888888889,"NE"
"349","210222_7","E33","Probe_D5","F",18.98031134,7.7,0.144,0.128333333333333,0.119970007498125,"NE"
"350","210222_8","E33","Probe_D5","F",20.28099476,2.7,0.0572,0.045,0.0459548485578854,"NE"
"351","210222_9","E33","Probe_D5","F",20.92660878,4.6,0.0982,0.0766666666666667,0.079630230295167,"NE"
"352","061019_1","E44","Probe_D5","M",22.57524101,15.5,0.3032,0.258333333333333,0.272147922089579,"NE"
"353","061019_10","E44","Probe_D5","F",23.59291797,7.4,0.1634,0.123333333333333,0.137115045732986,"NE"
"354","061019_2","E44","Probe_D5","M",20.43866189,9.7,0.2051,0.161666666666667,0.163036565977742,"NE"
"355","061019_3","E44","Probe_D5","M",26.6606015,1.2,0.0187,0.02,0.0188090927378797,"NE"
"356","061019_4","E44","Probe_D5","M",19.2642475,9.4,0.2049,0.156666666666667,0.20929519918284,"NE"
"357","061019_5","E44","Probe_D5","M",19.00566791,11.7,0.2559,0.195,0.192608761101912,"NE"
"358","061019_6","E44","Probe_D5","F",26.34062848,5,0.1006,0.0833333333333333,0.0942918736526385,"NE"
"359","061019_7","E44","Probe_D5","F",21.92279566,17.8,0.3121,0.297161936560935,0.277003638945593,"NE"
"360","061019_8","E44","Probe_D5","F",25.03491172,5.3,0.0963,0.0881863560732113,0.0964543269230769,"NE"
"361","061019_9","E44","Probe_D5","F",39.73000118,45.3,0.4302,0.755,0.655692729766804,"NE"
"362","200331_21","E44","Probe_D5","F",22.07805611,12.8,0.2065,0.212978369384359,0.204394734237355,"NE"
"363","210201_10","E44","Probe_D5","F",15.40676457,5.4,0.1394,0.09,0.104969879518072,"NE"
"364","210201_11","E44","Probe_D5","M",21.70830902,11.8,0.1908,0.196339434276206,0.185368697172836,"NE"
"365","210201_12","E44","Probe_D5","M",19.82029338,5.5,0.0728,0.0918196994991653,0.0849474912485414,"NE"
"366","210201_13","E44","Probe_D5","M",19.83816166,7.7,0.1465,0.128547579298831,0.137571602967415,"NE"
"367","210201_14","E44","Probe_D5","M",19.26199856,3.1,0.071,0.0515806988352745,0.060881495455325,"NE"
"368","210201_15","E44","Probe_D5","M",19.8547858,10.4,0.1134,0.173333333333333,0.123542869593638,"NE"
"369","210201_16","E44","Probe_D5","M",19.48499118,7.5,0.1659,0.125,0.140831918505942,"NE"
"370","210201_17","E44","Probe_D5","M",17.88616168,6.7,0.1477,0.111666666666667,0.11918018236101,"NE"
"371","210201_18","E44","Probe_D5","M",22.12724487,5.4,0.0797,0.09,0.0738783833889507,"NE"
"372","210201_6","E44","Probe_D5","F",15.57070843,5.1,0.0931,0.085,0.0765499095543496,"NE"
"373","210201_7","E44","Probe_D5","F",16.79030573,5.9,0.1565,0.0983333333333333,0.11655619274596,"NE"
"374","210201_8","E44","Probe_D5","F",18.81960648,8.9,0.2229,0.148829431438127,0.17234980282997,"NE"
"375","210201_9","E44","Probe_D5","F",22.70306535,2.4,0.0522,0.04,0.0507239335341561,"NE"
